CustomerID,Recencia,Frequencia,Valor,Recencia_Score,Frequencia_Score,Valor_Score,Total_Score,Segmento
13761.0,50,70,1070.65,3,4,4,11,Segmento 2: Clientes potenciais
13762.0,204,14,3.552713678800501e-15,1,1,1,3,Segmento 4: Clientes inativos
13763.0,63,17,1689.46,3,2,4,9,Segmento 2: Clientes potenciais
13764.0,71,208,1521.76,3,5,4,12,Segmento 2: Clientes potenciais
13767.0,2,399,16945.71,5,5,5,15,Segmento 1: Clientes mais valiosos
13769.0,2,143,2771.87,5,5,5,15,Segmento 1: Clientes mais valiosos
13771.0,64,120,2631.7,3,4,5,12,Segmento 2: Clientes potenciais
13772.0,34,177,1132.13,3,5,4,12,Segmento 2: Clientes potenciais
13774.0,82,22,345.0,2,2,2,6,Segmento 3: Clientes regulares
13777.0,1,219,25748.350000000002,5,5,5,15,Segmento 1: Clientes mais valiosos
13778.0,103,9,178.7,2,1,1,4,Segmento 4: Clientes inativos
13780.0,7,57,360.01,5,3,2,10,Segmento 2: Clientes potenciais
13781.0,251,17,127.84,1,2,1,4,Segmento 4: Clientes inativos
13782.0,13,115,912.0,4,4,4,12,Segmento 2: Clientes potenciais
13784.0,10,31,2462.79,5,3,5,13,Segmento 1: Clientes mais valiosos
13786.0,367,7,230.39999999999998,1,1,1,3,Segmento 4: Clientes inativos
13787.0,76,31,309.04,2,3,2,7,Segmento 3: Clientes regulares
13790.0,4,45,348.8,5,3,2,10,Segmento 2: Clientes potenciais
13791.0,43,17,1047.68,3,2,4,9,Segmento 2: Clientes potenciais
13792.0,66,13,195.55,3,1,1,5,Segmento 3: Clientes regulares
13798.0,1,439,36351.42,5,5,5,15,Segmento 1: Clientes mais valiosos
13799.0,117,39,688.86,2,3,3,8,Segmento 3: Clientes regulares
13800.0,310,33,558.32,1,3,3,7,Segmento 3: Clientes regulares
13801.0,67,23,324.8,3,2,2,7,Segmento 3: Clientes regulares
13802.0,138,66,3906.27,2,4,5,11,Segmento 2: Clientes potenciais
13803.0,255,17,277.07,1,2,2,5,Segmento 3: Clientes regulares
13804.0,31,137,2635.79,4,5,5,14,Segmento 1: Clientes mais valiosos
13805.0,52,13,924.6,3,1,4,8,Segmento 3: Clientes regulares
13806.0,64,10,256.38,3,1,2,6,Segmento 3: Clientes regulares
13807.0,367,7,112.6,1,1,1,3,Segmento 4: Clientes inativos
13808.0,6,76,1747.66,5,4,4,13,Segmento 1: Clientes mais valiosos
13809.0,305,12,155.05,1,1,1,3,Segmento 4: Clientes inativos
13810.0,29,36,899.51,4,3,3,10,Segmento 2: Clientes potenciais
13811.0,184,14,591.75,1,1,3,5,Segmento 3: Clientes regulares
13812.0,42,36,539.0,3,3,3,9,Segmento 2: Clientes potenciais
13813.0,40,71,1353.41,3,4,4,11,Segmento 2: Clientes potenciais
13814.0,56,58,1562.12,3,3,4,10,Segmento 2: Clientes potenciais
13815.0,22,177,4014.91,4,5,5,14,Segmento 1: Clientes mais valiosos
13816.0,24,33,555.04,4,3,3,10,Segmento 2: Clientes potenciais
13817.0,29,24,382.98,4,2,2,8,Segmento 3: Clientes regulares
13819.0,302,36,1140.35,1,3,4,8,Segmento 3: Clientes regulares
13821.0,145,59,385.64,2,4,2,8,Segmento 3: Clientes regulares
13822.0,6,96,632.0,5,4,3,12,Segmento 2: Clientes potenciais
13823.0,19,40,957.66,4,3,4,11,Segmento 2: Clientes potenciais
13824.0,33,46,1698.94,3,3,4,10,Segmento 2: Clientes potenciais
13826.0,158,12,174.65,2,1,1,4,Segmento 4: Clientes inativos
13827.0,58,93,412.05,3,4,2,9,Segmento 2: Clientes potenciais
13828.0,22,15,209.49,4,2,1,7,Segmento 3: Clientes regulares
13829.0,359,1,-102.0,1,1,1,3,Segmento 4: Clientes inativos
13831.0,16,74,2202.99,4,4,5,13,Segmento 1: Clientes mais valiosos
13832.0,18,4,40.949999999999996,4,1,1,6,Segmento 3: Clientes regulares
13833.0,159,29,384.8,2,2,2,6,Segmento 3: Clientes regulares
13835.0,25,55,834.57,4,3,3,10,Segmento 2: Clientes potenciais
13837.0,212,19,271.24,1,2,2,5,Segmento 3: Clientes regulares
13838.0,6,174,691.73,5,5,3,13,Segmento 1: Clientes mais valiosos
13841.0,253,1,85.0,1,1,1,3,Segmento 4: Clientes inativos
13842.0,59,206,3385.62,3,5,5,13,Segmento 1: Clientes mais valiosos
13844.0,11,20,361.62,5,2,2,9,Segmento 2: Clientes potenciais
13845.0,65,9,312.98,3,1,2,6,Segmento 3: Clientes regulares
13846.0,25,58,847.61,4,3,3,10,Segmento 2: Clientes potenciais
13848.0,92,5,1255.0,2,1,4,7,Segmento 3: Clientes regulares
13849.0,52,101,1537.95,3,4,4,11,Segmento 2: Clientes potenciais
13850.0,88,94,1586.81,2,4,4,10,Segmento 2: Clientes potenciais
13851.0,96,81,2651.46,2,4,5,11,Segmento 2: Clientes potenciais
13853.0,9,24,1056.94,5,2,4,11,Segmento 2: Clientes potenciais
13854.0,9,114,8025.0199999999995,5,4,5,14,Segmento 1: Clientes mais valiosos
13856.0,169,17,363.4,2,2,2,6,Segmento 3: Clientes regulares
13858.0,57,11,216.17,3,1,1,5,Segmento 3: Clientes regulares
13859.0,326,28,201.16,1,2,1,4,Segmento 4: Clientes inativos
13860.0,1,77,1240.0,5,4,4,13,Segmento 1: Clientes mais valiosos
13862.0,18,142,2187.31,4,5,5,14,Segmento 1: Clientes mais valiosos
13863.0,245,22,299.56,1,2,2,5,Segmento 3: Clientes regulares
13865.0,58,30,501.56,3,3,3,9,Segmento 2: Clientes potenciais
13866.0,74,7,145.67000000000002,2,1,1,4,Segmento 4: Clientes inativos
13867.0,31,61,1015.29,4,4,4,12,Segmento 2: Clientes potenciais
13868.0,7,33,3192.54,5,3,5,13,Segmento 1: Clientes mais valiosos
13869.0,123,307,3104.95,2,5,5,12,Segmento 2: Clientes potenciais
13870.0,2,118,2751.25,5,4,5,14,Segmento 1: Clientes mais valiosos
13871.0,23,338,6389.8,4,5,5,14,Segmento 1: Clientes mais valiosos
13873.0,120,24,381.7,2,2,2,6,Segmento 3: Clientes regulares
13874.0,358,18,540.45,1,2,3,6,Segmento 3: Clientes regulares
13875.0,54,104,1786.79,3,4,4,11,Segmento 2: Clientes potenciais
13876.0,64,7,122.7,3,1,1,5,Segmento 3: Clientes regulares
13877.0,86,3,117.24,2,1,1,4,Segmento 4: Clientes inativos
13878.0,55,36,1281.53,3,3,4,10,Segmento 2: Clientes potenciais
13880.0,21,165,3219.77,4,5,5,14,Segmento 1: Clientes mais valiosos
13881.0,4,180,16989.52,5,5,5,15,Segmento 1: Clientes mais valiosos
13882.0,3,66,1131.28,5,4,4,13,Segmento 1: Clientes mais valiosos
13883.0,1,155,2538.75,5,5,5,15,Segmento 1: Clientes mais valiosos
13884.0,7,60,781.3000000000001,5,4,3,12,Segmento 2: Clientes potenciais
13885.0,189,28,506.8,1,2,3,6,Segmento 3: Clientes regulares
13886.0,71,16,243.56,3,2,2,7,Segmento 3: Clientes regulares
13887.0,204,19,349.55,1,2,2,5,Segmento 3: Clientes regulares
13888.0,120,40,605.63,2,3,3,8,Segmento 3: Clientes regulares
13889.0,93,15,416.90000000000003,2,2,2,6,Segmento 3: Clientes regulares
13890.0,1,114,1860.8600000000001,5,4,4,13,Segmento 1: Clientes mais valiosos
13892.0,27,27,632.97,4,2,3,9,Segmento 2: Clientes potenciais
13893.0,298,21,821.1,1,2,3,6,Segmento 3: Clientes regulares
13894.0,22,30,535.97,4,3,3,10,Segmento 2: Clientes potenciais
13895.0,21,119,2588.12,4,4,5,13,Segmento 1: Clientes mais valiosos
13897.0,50,17,311.16,3,2,2,7,Segmento 3: Clientes regulares
13898.0,326,12,155.93,1,1,1,3,Segmento 4: Clientes inativos
13899.0,16,19,388.52,4,2,2,8,Segmento 3: Clientes regulares
13900.0,183,43,740.95,1,3,3,7,Segmento 3: Clientes regulares
13901.0,72,149,2867.2,2,5,5,12,Segmento 2: Clientes potenciais
13904.0,37,26,332.64,3,2,2,7,Segmento 3: Clientes regulares
13908.0,80,126,2347.05,2,5,5,12,Segmento 2: Clientes potenciais
13911.0,57,148,2580.91,3,5,5,13,Segmento 1: Clientes mais valiosos
13914.0,4,34,613.95,5,3,3,11,Segmento 2: Clientes potenciais
13917.0,50,18,272.04,3,2,2,7,Segmento 3: Clientes regulares
13918.0,50,30,1212.8400000000001,3,3,4,10,Segmento 2: Clientes potenciais
13919.0,53,33,350.15999999999997,3,3,2,8,Segmento 3: Clientes regulares
13922.0,352,7,172.25,1,1,1,3,Segmento 4: Clientes inativos
13923.0,54,20,351.13,3,2,2,7,Segmento 3: Clientes regulares
13924.0,2,137,1682.08,5,5,4,14,Segmento 1: Clientes mais valiosos
13925.0,36,45,616.65,3,3,3,9,Segmento 2: Clientes potenciais
13926.0,23,11,223.85000000000002,4,1,1,6,Segmento 3: Clientes regulares
13927.0,75,21,348.99,2,2,2,6,Segmento 3: Clientes regulares
13928.0,11,27,464.57,5,2,2,9,Segmento 2: Clientes potenciais
13929.0,169,10,802.85,2,1,3,6,Segmento 3: Clientes regulares
13930.0,58,17,337.34,3,2,2,7,Segmento 3: Clientes regulares
13931.0,86,59,1230.93,2,4,4,10,Segmento 2: Clientes potenciais
13932.0,295,16,307.4,1,2,2,5,Segmento 3: Clientes regulares
13933.0,109,23,608.7900000000001,2,2,3,7,Segmento 3: Clientes regulares
13934.0,264,31,922.1,1,3,4,8,Segmento 3: Clientes regulares
13936.0,171,27,361.28,2,2,2,6,Segmento 3: Clientes regulares
13937.0,169,9,158.85,2,1,1,4,Segmento 4: Clientes inativos
13938.0,35,7,71.66,3,1,1,5,Segmento 3: Clientes regulares
13939.0,23,46,556.75,4,3,3,10,Segmento 2: Clientes potenciais
13940.0,17,49,839.14,4,3,3,10,Segmento 2: Clientes potenciais
13941.0,22,47,4912.41,4,3,5,12,Segmento 2: Clientes potenciais
13946.0,79,11,561.5699999999999,2,1,3,6,Segmento 3: Clientes regulares
13947.0,65,5,90.6,3,1,1,5,Segmento 3: Clientes regulares
13948.0,361,3,102.0,1,1,1,3,Segmento 4: Clientes inativos
13949.0,3,160,2427.32,5,5,5,15,Segmento 1: Clientes mais valiosos
13950.0,11,36,728.56,5,3,3,11,Segmento 2: Clientes potenciais
13951.0,176,39,674.45,2,3,3,8,Segmento 3: Clientes regulares
13952.0,211,138,3246.091,1,5,5,11,Segmento 2: Clientes potenciais
13953.0,7,20,3515.68,5,2,5,12,Segmento 2: Clientes potenciais
13954.0,2,30,378.59,5,3,2,10,Segmento 2: Clientes potenciais
13955.0,154,33,322.96,2,3,2,7,Segmento 3: Clientes regulares
13956.0,5,152,1026.42,5,5,4,14,Segmento 1: Clientes mais valiosos
13958.0,372,5,-102.45,1,1,1,3,Segmento 4: Clientes inativos
13959.0,79,92,598.2,2,4,3,9,Segmento 2: Clientes potenciais
13960.0,21,12,230.22,4,1,1,6,Segmento 3: Clientes regulares
13962.0,22,11,169.55,4,1,1,6,Segmento 3: Clientes regulares
13963.0,308,35,664.54,1,3,3,7,Segmento 3: Clientes regulares
13967.0,146,2,80.7,2,1,1,4,Segmento 4: Clientes inativos
13969.0,7,633,8986.69,5,5,5,15,Segmento 1: Clientes mais valiosos
13971.0,9,158,2702.2200000000003,5,5,5,15,Segmento 1: Clientes mais valiosos
13972.0,71,15,190.25,3,2,1,6,Segmento 3: Clientes regulares
13973.0,287,11,264.7,1,1,2,4,Segmento 4: Clientes inativos
13974.0,49,28,413.59000000000003,3,2,2,7,Segmento 3: Clientes regulares
13975.0,31,340,2503.23,4,5,5,14,Segmento 1: Clientes mais valiosos
13976.0,207,10,357.98,1,1,2,4,Segmento 4: Clientes inativos
13978.0,15,15,196.79000000000002,4,2,1,7,Segmento 3: Clientes regulares
13979.0,73,54,869.87,2,3,3,8,Segmento 3: Clientes regulares
13980.0,60,11,200.14,3,1,1,5,Segmento 3: Clientes regulares
13982.0,39,115,1861.11,3,4,4,11,Segmento 2: Clientes potenciais
13983.0,30,112,2590.46,4,4,5,13,Segmento 1: Clientes mais valiosos
13984.0,27,17,488.03,4,2,3,9,Segmento 2: Clientes potenciais
13985.0,4,353,7024.53,5,5,5,15,Segmento 1: Clientes mais valiosos
13986.0,17,13,320.46,4,1,2,7,Segmento 3: Clientes regulares
13988.0,20,239,4098.8,4,5,5,14,Segmento 1: Clientes mais valiosos
13989.0,66,41,1266.08,3,3,4,10,Segmento 2: Clientes potenciais
13990.0,213,16,311.3,1,2,2,5,Segmento 3: Clientes regulares
13991.0,12,86,850.63,4,4,3,11,Segmento 2: Clientes potenciais
13992.0,30,5,76.8,4,1,1,6,Segmento 3: Clientes regulares
13993.0,32,125,3409.66,4,5,5,14,Segmento 1: Clientes mais valiosos
13994.0,4,155,2313.14,5,5,5,15,Segmento 1: Clientes mais valiosos
13995.0,15,87,1383.49,4,4,4,12,Segmento 2: Clientes potenciais
13999.0,10,212,3865.26,5,5,5,15,Segmento 1: Clientes mais valiosos
14000.0,206,16,633.71,1,2,3,6,Segmento 3: Clientes regulares
14001.0,46,40,2030.3300000000002,3,3,5,11,Segmento 2: Clientes potenciais
14002.0,134,47,529.73,2,3,3,8,Segmento 3: Clientes regulares
14004.0,43,171,4582.64,3,5,5,13,Segmento 1: Clientes mais valiosos
14005.0,10,84,2874.72,5,4,5,14,Segmento 1: Clientes mais valiosos
14006.0,116,30,962.19,2,3,4,9,Segmento 2: Clientes potenciais
14009.0,198,44,685.9300000000001,1,3,3,7,Segmento 3: Clientes regulares
14012.0,278,11,328.8,1,1,2,4,Segmento 4: Clientes inativos
14013.0,110,34,473.02,2,3,3,8,Segmento 3: Clientes regulares
14014.0,77,39,505.18,2,3,3,8,Segmento 3: Clientes regulares
14015.0,53,20,917.34,3,2,4,9,Segmento 2: Clientes potenciais
14016.0,154,162,4328.46,2,5,5,12,Segmento 2: Clientes potenciais
14019.0,47,68,1398.96,3,4,4,11,Segmento 2: Clientes potenciais
14020.0,17,39,642.8,4,3,3,10,Segmento 2: Clientes potenciais
14021.0,155,22,631.9,2,2,3,7,Segmento 3: Clientes regulares
14022.0,225,28,440.0,1,2,2,5,Segmento 3: Clientes regulares
14023.0,7,31,584.07,5,3,3,11,Segmento 2: Clientes potenciais
14024.0,122,16,327.7,2,2,2,6,Segmento 3: Clientes regulares
14027.0,61,6,104.82,3,1,1,5,Segmento 3: Clientes regulares
14029.0,63,15,467.66,3,2,3,8,Segmento 3: Clientes regulares
14030.0,18,243,2360.09,4,5,5,14,Segmento 1: Clientes mais valiosos
14031.0,7,258,14634.640000000001,5,5,5,15,Segmento 1: Clientes mais valiosos
14032.0,2,152,2929.84,5,5,5,15,Segmento 1: Clientes mais valiosos
14034.0,22,92,512.02,4,4,3,11,Segmento 2: Clientes potenciais
14035.0,29,66,1428.02,4,4,4,12,Segmento 2: Clientes potenciais
14036.0,285,38,626.65,1,3,3,7,Segmento 3: Clientes regulares
14037.0,176,28,147.20000000000002,2,2,1,5,Segmento 3: Clientes regulares
14038.0,78,93,1554.48,2,4,4,10,Segmento 2: Clientes potenciais
14039.0,33,6,152.2,3,1,1,5,Segmento 3: Clientes regulares
14040.0,41,241,3542.19,3,5,5,13,Segmento 1: Clientes mais valiosos
14041.0,266,21,141.41,1,2,1,4,Segmento 4: Clientes inativos
14044.0,27,209,652.82,4,5,3,12,Segmento 2: Clientes potenciais
14045.0,109,6,1659.75,2,1,4,7,Segmento 3: Clientes regulares
14046.0,284,14,154.99,1,1,1,3,Segmento 4: Clientes inativos
14047.0,9,34,1290.01,5,3,4,12,Segmento 2: Clientes potenciais
14048.0,277,88,375.13,1,4,2,7,Segmento 3: Clientes regulares
14049.0,17,505,5639.15,4,5,5,14,Segmento 1: Clientes mais valiosos
14050.0,32,54,746.36,4,3,3,10,Segmento 2: Clientes potenciais
14051.0,1,215,15477.34,5,5,5,15,Segmento 1: Clientes mais valiosos
14052.0,20,56,225.36,4,3,1,8,Segmento 3: Clientes regulares
14053.0,124,4,260.25,2,1,2,5,Segmento 3: Clientes regulares
14054.0,65,6,92.46,3,1,1,5,Segmento 3: Clientes regulares
14055.0,106,10,725.6400000000001,2,1,3,6,Segmento 3: Clientes regulares
14056.0,1,1128,8124.4,5,5,5,15,Segmento 1: Clientes mais valiosos
14057.0,24,291,6147.4,4,5,5,14,Segmento 1: Clientes mais valiosos
14059.0,267,8,183.6,1,1,1,3,Segmento 4: Clientes inativos
14060.0,5,203,6135.38,5,5,5,15,Segmento 1: Clientes mais valiosos
14062.0,10,111,10464.85,5,4,5,14,Segmento 1: Clientes mais valiosos
14064.0,29,82,1188.32,4,4,4,12,Segmento 2: Clientes potenciais
14066.0,267,7,152.55,1,1,1,3,Segmento 4: Clientes inativos
14067.0,64,52,374.7,3,3,2,8,Segmento 3: Clientes regulares
14068.0,320,24,265.85,1,2,2,5,Segmento 3: Clientes regulares
14071.0,4,333,1307.41,5,5,4,14,Segmento 1: Clientes mais valiosos
14073.0,21,14,139.54,4,1,1,6,Segmento 3: Clientes regulares
14075.0,5,43,942.26,5,3,4,12,Segmento 2: Clientes potenciais
14076.0,129,46,122.47,2,3,1,6,Segmento 3: Clientes regulares
14077.0,41,42,499.41999999999996,3,3,3,9,Segmento 2: Clientes potenciais
14078.0,102,65,1049.37,2,4,4,10,Segmento 2: Clientes potenciais
14079.0,125,12,375.1,2,1,2,5,Segmento 3: Clientes regulares
14080.0,33,4,45.599999999999994,3,1,1,5,Segmento 3: Clientes regulares
14081.0,267,156,904.67,1,5,3,9,Segmento 2: Clientes potenciais
14082.0,365,29,182.25,1,2,1,4,Segmento 4: Clientes inativos
14083.0,4,181,1018.43,5,5,4,14,Segmento 1: Clientes mais valiosos
14085.0,2,451,4435.79,5,5,5,15,Segmento 1: Clientes mais valiosos
14087.0,3,70,181.67,5,4,1,10,Segmento 2: Clientes potenciais
14088.0,10,590,50415.49,5,5,5,15,Segmento 1: Clientes mais valiosos
14089.0,57,14,161.0,3,1,1,5,Segmento 3: Clientes regulares
14090.0,325,1,76.32000000000001,1,1,1,3,Segmento 4: Clientes inativos
14092.0,8,217,4063.1,5,5,5,15,Segmento 1: Clientes mais valiosos
14093.0,12,105,442.85,4,4,2,10,Segmento 2: Clientes potenciais
14096.0,4,5128,57120.909999999996,5,5,5,15,Segmento 1: Clientes mais valiosos
14098.0,37,21,147.35,3,2,1,6,Segmento 3: Clientes regulares
14099.0,16,252,3092.9700000000003,4,5,5,14,Segmento 1: Clientes mais valiosos
14100.0,138,26,194.9,2,2,1,5,Segmento 3: Clientes regulares
14101.0,74,35,5976.79,2,3,5,10,Segmento 2: Clientes potenciais
14102.0,5,84,1314.73,5,4,4,13,Segmento 1: Clientes mais valiosos
14104.0,155,21,216.20999999999998,2,2,1,5,Segmento 3: Clientes regulares
14105.0,85,76,1260.33,2,4,4,10,Segmento 2: Clientes potenciais
14107.0,52,124,2688.48,3,4,5,12,Segmento 2: Clientes potenciais
14108.0,31,35,594.16,4,3,3,10,Segmento 2: Clientes potenciais
14109.0,23,14,80.2,4,1,1,6,Segmento 3: Clientes regulares
14110.0,4,157,5669.65,5,5,5,15,Segmento 1: Clientes mais valiosos
14111.0,14,11,688.6,4,1,3,8,Segmento 3: Clientes regulares
14112.0,23,173,2774.17,4,5,5,14,Segmento 1: Clientes mais valiosos
14113.0,4,40,1377.92,5,3,4,12,Segmento 2: Clientes potenciais
14114.0,274,15,386.53,1,2,2,5,Segmento 3: Clientes regulares
14116.0,20,72,1382.74,4,4,4,12,Segmento 2: Clientes potenciais
14117.0,144,3,90.0,2,1,1,4,Segmento 4: Clientes inativos
14119.0,354,1,-19.9,1,1,1,3,Segmento 4: Clientes inativos
14121.0,4,161,2740.3,5,5,5,15,Segmento 1: Clientes mais valiosos
14124.0,84,5,419.58000000000004,2,1,2,5,Segmento 3: Clientes regulares
14125.0,11,167,2740.43,5,5,5,15,Segmento 1: Clientes mais valiosos
14126.0,8,16,643.6300000000001,5,2,3,10,Segmento 2: Clientes potenciais
14127.0,123,44,709.71,2,3,3,8,Segmento 3: Clientes regulares
14128.0,61,46,637.5,3,3,3,9,Segmento 2: Clientes potenciais
14129.0,2,52,1123.8600000000001,5,3,4,12,Segmento 2: Clientes potenciais
14130.0,319,67,483.86,1,4,3,8,Segmento 3: Clientes regulares
14132.0,2,201,3580.13,5,5,5,15,Segmento 1: Clientes mais valiosos
14133.0,130,30,590.3399999999999,2,3,3,8,Segmento 3: Clientes regulares
14135.0,2,134,4690.31,5,5,5,15,Segmento 1: Clientes mais valiosos
14138.0,2,47,982.3800000000001,5,3,4,12,Segmento 2: Clientes potenciais
14139.0,46,26,415.82,3,2,2,7,Segmento 3: Clientes regulares
14140.0,4,67,920.05,5,4,4,13,Segmento 1: Clientes mais valiosos
14141.0,3,46,879.0300000000001,5,3,3,11,Segmento 2: Clientes potenciais
14142.0,373,22,311.81,1,2,2,5,Segmento 3: Clientes regulares
14143.0,134,7,115.8,2,1,1,4,Segmento 4: Clientes inativos
14145.0,47,12,3148.2,3,1,5,9,Segmento 2: Clientes potenciais
14146.0,9,245,2949.57,5,5,5,15,Segmento 1: Clientes mais valiosos
14147.0,49,6,468.4,3,1,3,7,Segmento 3: Clientes regulares
14148.0,234,3,157.2,1,1,1,3,Segmento 4: Clientes inativos
14149.0,213,40,259.43,1,3,2,6,Segmento 3: Clientes regulares
14150.0,36,26,658.64,3,2,3,8,Segmento 3: Clientes regulares
14152.0,75,50,611.09,2,3,3,8,Segmento 3: Clientes regulares
14154.0,239,52,1345.62,1,3,4,8,Segmento 3: Clientes regulares
14155.0,266,6,118.75,1,1,1,3,Segmento 4: Clientes inativos
14156.0,10,1420,113384.14,5,5,5,15,Segmento 1: Clientes mais valiosos
14157.0,20,49,400.43,4,3,2,9,Segmento 2: Clientes potenciais
14158.0,40,41,507.66,3,3,3,9,Segmento 2: Clientes potenciais
14159.0,20,1212,4678.3,4,5,5,14,Segmento 1: Clientes mais valiosos
14161.0,216,108,1110.52,1,4,4,9,Segmento 2: Clientes potenciais
14162.0,174,25,289.36,2,2,2,6,Segmento 3: Clientes regulares
14163.0,87,52,2445.91,2,3,5,10,Segmento 2: Clientes potenciais
14164.0,71,29,1631.77,3,2,4,9,Segmento 2: Clientes potenciais
14165.0,276,25,122.53999999999999,1,2,1,4,Segmento 4: Clientes inativos
14167.0,39,52,574.84,3,3,3,9,Segmento 2: Clientes potenciais
14171.0,98,58,363.79,2,3,2,7,Segmento 3: Clientes regulares
14173.0,11,29,450.84,5,2,2,9,Segmento 2: Clientes potenciais
14174.0,33,26,134.46,3,2,1,6,Segmento 3: Clientes regulares
14175.0,51,164,3108.06,3,5,5,13,Segmento 1: Clientes mais valiosos
14176.0,297,32,574.0,1,3,3,7,Segmento 3: Clientes regulares
14177.0,85,43,554.46,2,3,3,8,Segmento 3: Clientes regulares
14178.0,9,327,1620.93,5,5,4,14,Segmento 1: Clientes mais valiosos
14179.0,41,165,719.78,3,5,3,11,Segmento 2: Clientes potenciais
14180.0,11,248,4640.77,5,5,5,15,Segmento 1: Clientes mais valiosos
14184.0,67,24,452.89,3,2,2,7,Segmento 3: Clientes regulares
14185.0,331,3,197.65,1,1,1,3,Segmento 4: Clientes inativos
14188.0,9,71,2018.91,5,4,5,14,Segmento 1: Clientes mais valiosos
14189.0,2,277,4604.31,5,5,5,15,Segmento 1: Clientes mais valiosos
14191.0,2,263,4660.01,5,5,5,15,Segmento 1: Clientes mais valiosos
14193.0,68,42,853.39,3,3,3,9,Segmento 2: Clientes potenciais
14194.0,5,604,11216.75,5,5,5,15,Segmento 1: Clientes mais valiosos
14195.0,202,8,962.7,1,1,4,6,Segmento 3: Clientes regulares
14196.0,107,6,335.52,2,1,2,5,Segmento 3: Clientes regulares
14198.0,4,44,663.5,5,3,3,11,Segmento 2: Clientes potenciais
14199.0,218,2,185.39999999999998,1,1,1,3,Segmento 4: Clientes inativos
14201.0,60,39,688.04,3,3,3,9,Segmento 2: Clientes potenciais
14204.0,2,44,161.03,5,3,1,9,Segmento 2: Clientes potenciais
14205.0,11,39,218.78,5,3,1,9,Segmento 2: Clientes potenciais
14206.0,239,21,308.26,1,2,2,5,Segmento 3: Clientes regulares
14208.0,95,10,151.74,2,1,1,4,Segmento 4: Clientes inativos
14209.0,11,88,2067.13,5,4,5,14,Segmento 1: Clientes mais valiosos
14210.0,91,103,1900.89,2,4,4,10,Segmento 2: Clientes potenciais
14211.0,53,118,2208.3,3,4,5,12,Segmento 2: Clientes potenciais
14212.0,90,9,1070.48,2,1,4,7,Segmento 3: Clientes regulares
14213.0,372,5,-1192.2,1,1,1,3,Segmento 4: Clientes inativos
14214.0,31,70,1000.23,4,4,4,12,Segmento 2: Clientes potenciais
14215.0,12,109,1777.92,4,4,4,12,Segmento 2: Clientes potenciais
14216.0,3,59,1839.3,5,4,4,13,Segmento 1: Clientes mais valiosos
14217.0,2,107,1925.3600000000001,5,4,4,13,Segmento 1: Clientes mais valiosos
14218.0,43,12,169.48000000000002,3,1,1,5,Segmento 3: Clientes regulares
14219.0,4,7,89.94,5,1,1,7,Segmento 3: Clientes regulares
14220.0,247,21,632.4,1,2,3,6,Segmento 3: Clientes regulares
14221.0,42,194,3427.85,3,5,5,13,Segmento 1: Clientes mais valiosos
14222.0,177,41,683.17,2,3,3,8,Segmento 3: Clientes regulares
14223.0,92,61,975.23,2,4,4,10,Segmento 2: Clientes potenciais
14224.0,110,118,1050.12,2,4,4,10,Segmento 2: Clientes potenciais
14226.0,29,73,2201.64,4,4,5,13,Segmento 1: Clientes mais valiosos
14227.0,26,183,3315.71,4,5,5,14,Segmento 1: Clientes mais valiosos
14229.0,52,43,1450.6,3,3,4,10,Segmento 2: Clientes potenciais
14231.0,179,54,822.0600000000001,1,3,3,7,Segmento 3: Clientes regulares
14232.0,32,118,2043.93,4,4,5,13,Segmento 1: Clientes mais valiosos
14233.0,44,36,1447.51,3,3,4,10,Segmento 2: Clientes potenciais
14234.0,22,159,775.46,4,5,3,12,Segmento 2: Clientes potenciais
14235.0,10,80,3093.86,5,4,5,14,Segmento 1: Clientes mais valiosos
14236.0,81,15,490.86,2,2,3,7,Segmento 3: Clientes regulares
14237.0,373,9,161.0,1,1,1,3,Segmento 4: Clientes inativos
14238.0,326,8,146.85,1,1,1,3,Segmento 4: Clientes inativos
14239.0,43,116,2323.5,3,4,5,12,Segmento 2: Clientes potenciais
14240.0,30,42,890.34,4,3,3,10,Segmento 2: Clientes potenciais
14241.0,184,10,213.70000000000002,1,1,1,3,Segmento 4: Clientes inativos
14242.0,235,16,280.55,1,2,2,5,Segmento 3: Clientes regulares
14243.0,9,148,2535.88,5,5,5,15,Segmento 1: Clientes mais valiosos
14245.0,176,112,1677.48,2,4,4,10,Segmento 2: Clientes potenciais
14246.0,111,75,1474.06,2,4,4,10,Segmento 2: Clientes potenciais
14247.0,278,20,136.76999999999998,1,2,1,4,Segmento 4: Clientes inativos
14248.0,318,8,302.58,1,1,2,4,Segmento 4: Clientes inativos
14250.0,7,111,1904.05,5,4,4,13,Segmento 1: Clientes mais valiosos
14251.0,2,78,2879.7000000000003,5,4,5,14,Segmento 1: Clientes mais valiosos
14256.0,254,54,935.0600000000001,1,3,4,8,Segmento 3: Clientes regulares
14257.0,51,107,3087.27,3,4,5,12,Segmento 2: Clientes potenciais
14258.0,9,112,12650.08,5,4,5,14,Segmento 1: Clientes mais valiosos
14259.0,142,5,120.0,2,1,1,4,Segmento 4: Clientes inativos
14261.0,51,52,1163.45,3,3,4,10,Segmento 2: Clientes potenciais
14262.0,8,143,2618.23,5,5,5,15,Segmento 1: Clientes mais valiosos
14264.0,155,19,319.47,2,2,2,6,Segmento 3: Clientes regulares
